ID,NAME,AGE,ADDRESS,SALARY
721,Customer_721,47,HYDERABAD,18232
722,Customer_722,32,MUMBAI,9804
723,Customer_723,44,HYDERABAD,7374
724,Customer_724,51,BANGALORE,4524
725,Customer_725,55,HYDERABAD,11277
726,Customer_726,50,BANGALORE,11885
727,Customer_727,41,BANGALORE,2778
728,Customer_728,32,BANGALORE,3492
729,Customer_729,47,BANGALORE,19044
730,Customer_730,59,BANGALORE,19732
731,Customer_731,34,MUMBAI,15615
732,Customer_732,22,PUNE,14132
733,Customer_733,46,DELHI,12178
734,Customer_734,21,PUNE,9851
735,Customer_735,27,BANGALORE,18288
736,Customer_736,34,MUMBAI,9156
737,Customer_737,27,HYDERABAD,4044
738,Customer_738,34,MUMBAI,9368
739,Customer_739,37,BANGALORE,15635
740,Customer_740,41,MUMBAI,11168
741,Customer_741,22,MUMBAI,19111
742,Customer_742,51,BANGALORE,13328
743,Customer_743,23,MUMBAI,15319
744,Customer_744,19,DELHI,2342
745,Customer_745,30,DELHI,3447
746,Customer_746,28,MUMBAI,8581
747,Customer_747,40,HYDERABAD,13851
748,Customer_748,33,BANGALORE,8317
749,Customer_749,48,DELHI,18910
750,Customer_750,28,HYDERABAD,12088
751,Customer_751,33,MUMBAI,14946
752,Customer_752,25,HYDERABAD,18789
753,Customer_753,21,PUNE,16567
754,Customer_754,57,DELHI,16868
755,Customer_755,21,MUMBAI,11765
756,Customer_756,42,BANGALORE,14466
757,Customer_757,20,MUMBAI,19862
758,Customer_758,49,BANGALORE,12587
759,Customer_759,20,MUMBAI,2771
760,Customer_760,44,HYDERABAD,18300
761,Customer_761,46,HYDERABAD,10770
762,Customer_762,49,HYDERABAD,13093
763,Customer_763,36,PUNE,15803
764,Customer_764,38,BANGALORE,2193
765,Customer_765,22,HYDERABAD,4007
766,Customer_766,35,PUNE,19569
767,Customer_767,45,BANGALORE,13190
768,Customer_768,59,MUMBAI,11984
769,Customer_769,39,PUNE,11302
770,Customer_770,38,DELHI,9429
771,Customer_771,23,PUNE,4261
772,Customer_772,18,PUNE,8716
773,Customer_773,22,BANGALORE,10921
774,Customer_774,58,MUMBAI,6378
775,Customer_775,29,DELHI,9815
776,Customer_776,43,HYDERABAD,15778
777,Customer_777,51,HYDERABAD,14728
778,Customer_778,31,PUNE,12332
779,Customer_779,43,BANGALORE,11836
780,Customer_780,44,BANGALORE,4800
781,Customer_781,26,HYDERABAD,10333
782,Customer_782,43,DELHI,7410
783,Customer_783,39,MUMBAI,19839
784,Customer_784,47,DELHI,7808
785,Customer_785,34,MUMBAI,8796
786,Customer_786,43,HYDERABAD,12288
787,Customer_787,53,MUMBAI,19709
788,Customer_788,18,BANGALORE,19543
789,Customer_789,25,PUNE,6650
790,Customer_790,52,PUNE,6987
791,Customer_791,32,HYDERABAD,17200
792,Customer_792,39,BANGALORE,6697
793,Customer_793,31,DELHI,18724
794,Customer_794,43,BANGALORE,5828
795,Customer_795,45,PUNE,19087
796,Customer_796,40,PUNE,14605
797,Customer_797,31,BANGALORE,7482
798,Customer_798,41,BANGALORE,7463
799,Customer_799,19,PUNE,15860
800,Customer_800,43,DELHI,6912
801,Customer_801,31,HYDERABAD,6648
802,Customer_802,24,HYDERABAD,2855
803,Customer_803,20,BANGALORE,4866
804,Customer_804,40,HYDERABAD,13834
805,Customer_805,35,PUNE,18294
806,Customer_806,55,PUNE,18566
807,Customer_807,52,BANGALORE,5112
808,Customer_808,32,BANGALORE,6492
809,Customer_809,42,BANGALORE,17114
810,Customer_810,54,DELHI,3517
811,Customer_811,45,HYDERABAD,18018
812,Customer_812,27,BANGALORE,19740
813,Customer_813,56,MUMBAI,13431
814,Customer_814,34,MUMBAI,10210
815,Customer_815,56,PUNE,13595
816,Customer_816,39,HYDERABAD,14871
817,Customer_817,43,BANGALORE,14743
818,Customer_818,42,MUMBAI,11324
819,Customer_819,34,HYDERABAD,13531
820,Customer_820,30,PUNE,8588
821,Customer_821,37,DELHI,5311
822,Customer_822,42,HYDERABAD,2987
823,Customer_823,21,HYDERABAD,5321
824,Customer_824,27,DELHI,17812
825,Customer_825,20,HYDERABAD,6615
826,Customer_826,58,PUNE,17512
827,Customer_827,35,PUNE,15146
828,Customer_828,53,DELHI,15654
829,Customer_829,39,BANGALORE,5052
830,Customer_830,51,MUMBAI,2726
831,Customer_831,25,BANGALORE,5760
832,Customer_832,57,HYDERABAD,3875
833,Customer_833,36,MUMBAI,15969
834,Customer_834,59,DELHI,6033
835,Customer_835,58,DELHI,7443
836,Customer_836,54,MUMBAI,19373
837,Customer_837,23,PUNE,5744
838,Customer_838,43,MUMBAI,18977
839,Customer_839,51,HYDERABAD,3774
840,Customer_840,23,PUNE,12651
841,Customer_841,54,DELHI,2935
842,Customer_842,50,MUMBAI,15395
843,Customer_843,39,BANGALORE,5808
844,Customer_844,38,BANGALORE,18715
845,Customer_845,23,HYDERABAD,13641
846,Customer_846,23,BANGALORE,16376
847,Customer_847,21,MUMBAI,7889
848,Customer_848,47,MUMBAI,7054
849,Customer_849,28,BANGALORE,5868
850,Customer_850,47,MUMBAI,18585
851,Customer_851,48,HYDERABAD,3842
852,Customer_852,41,PUNE,12058
853,Customer_853,26,HYDERABAD,11101
854,Customer_854,20,HYDERABAD,14497
855,Customer_855,48,MUMBAI,6658
856,Customer_856,57,PUNE,13381
857,Customer_857,54,MUMBAI,9544
858,Customer_858,53,DELHI,9718
859,Customer_859,41,MUMBAI,15851
860,Customer_860,48,MUMBAI,19154
861,Customer_861,23,MUMBAI,13777
862,Customer_862,19,PUNE,3628
863,Customer_863,37,MUMBAI,2386
864,Customer_864,45,PUNE,8031
865,Customer_865,28,BANGALORE,8439
866,Customer_866,21,DELHI,15392
867,Customer_867,32,PUNE,4282
868,Customer_868,23,BANGALORE,3856
869,Customer_869,47,PUNE,17670
870,Customer_870,55,PUNE,3998
871,Customer_871,19,DELHI,7476
872,Customer_872,32,HYDERABAD,11428
873,Customer_873,28,HYDERABAD,6669
874,Customer_874,25,PUNE,14336
875,Customer_875,43,MUMBAI,11342
876,Customer_876,22,BANGALORE,9064
877,Customer_877,23,MUMBAI,9446
878,Customer_878,43,MUMBAI,19815
879,Customer_879,21,PUNE,7624
880,Customer_880,36,PUNE,9461
881,Customer_881,37,PUNE,3819
882,Customer_882,50,PUNE,12516
883,Customer_883,37,HYDERABAD,15749
884,Customer_884,29,PUNE,19514
885,Customer_885,18,HYDERABAD,4658
886,Customer_886,43,HYDERABAD,5500
887,Customer_887,31,PUNE,4120
888,Customer_888,55,DELHI,6020
889,Customer_889,54,BANGALORE,12213
890,Customer_890,28,MUMBAI,5259
891,Customer_891,53,HYDERABAD,12081
892,Customer_892,30,BANGALORE,3823
893,Customer_893,20,DELHI,19858
894,Customer_894,50,MUMBAI,15467
895,Customer_895,23,MUMBAI,8990
896,Customer_896,27,HYDERABAD,5134
897,Customer_897,22,PUNE,18743
898,Customer_898,40,DELHI,17434
899,Customer_899,27,HYDERABAD,17007
900,Customer_900,19,DELHI,12233
901,Customer_901,30,PUNE,18378
902,Customer_902,57,PUNE,3141
903,Customer_903,19,HYDERABAD,12135
904,Customer_904,37,PUNE,14966
905,Customer_905,18,BANGALORE,5361
906,Customer_906,54,MUMBAI,9835
907,Customer_907,26,HYDERABAD,13172
908,Customer_908,34,DELHI,18390
909,Customer_909,26,BANGALORE,5267
910,Customer_910,28,HYDERABAD,8564
911,Customer_911,32,PUNE,13411
912,Customer_912,41,PUNE,7906
913,Customer_913,55,PUNE,18028
914,Customer_914,52,PUNE,9611
915,Customer_915,47,DELHI,19297
916,Customer_916,48,BANGALORE,4011
917,Customer_917,22,MUMBAI,19826
918,Customer_918,31,DELHI,13246
919,Customer_919,28,DELHI,15790
920,Customer_920,26,MUMBAI,13738
921,Customer_921,51,MUMBAI,16730
922,Customer_922,29,PUNE,13120
923,Customer_923,52,DELHI,10767
924,Customer_924,52,HYDERABAD,15703
925,Customer_925,18,MUMBAI,2929
926,Customer_926,57,MUMBAI,13951
927,Customer_927,39,BANGALORE,17845
928,Customer_928,46,HYDERABAD,19438
929,Customer_929,25,HYDERABAD,17747
930,Customer_930,28,MUMBAI,7744
931,Customer_931,58,PUNE,11649
932,Customer_932,54,BANGALORE,8980
933,Customer_933,31,HYDERABAD,9069
934,Customer_934,47,MUMBAI,11591
935,Customer_935,52,HYDERABAD,2442
936,Customer_936,38,BANGALORE,6652
937,Customer_937,54,BANGALORE,11370
938,Customer_938,22,DELHI,9597
939,Customer_939,36,MUMBAI,16325
940,Customer_940,31,BANGALORE,6458
941,Customer_941,43,DELHI,8591
942,Customer_942,21,DELHI,18346
943,Customer_943,42,HYDERABAD,13826
944,Customer_944,59,HYDERABAD,16138
945,Customer_945,42,DELHI,19294
946,Customer_946,35,HYDERABAD,4169
947,Customer_947,57,BANGALORE,8313
948,Customer_948,25,PUNE,10315
949,Customer_949,56,BANGALORE,10036
950,Customer_950,57,DELHI,2785
951,Customer_951,31,DELHI,8139
952,Customer_952,49,BANGALORE,8344
953,Customer_953,55,HYDERABAD,16973
954,Customer_954,50,HYDERABAD,7619
955,Customer_955,40,DELHI,3936
956,Customer_956,32,MUMBAI,5807
957,Customer_957,50,HYDERABAD,9151
958,Customer_958,42,BANGALORE,11493
959,Customer_959,34,HYDERABAD,14355
960,Customer_960,50,BANGALORE,5236
961,Customer_961,19,DELHI,17848
962,Customer_962,31,HYDERABAD,4352
963,Customer_963,57,BANGALORE,3932
964,Customer_964,57,DELHI,12913
965,Customer_965,56,MUMBAI,10556
966,Customer_966,23,BANGALORE,7498
967,Customer_967,23,MUMBAI,12582
968,Customer_968,20,MUMBAI,19330
969,Customer_969,24,PUNE,15865
970,Customer_970,25,HYDERABAD,11569
971,Customer_971,59,BANGALORE,19823
972,Customer_972,32,MUMBAI,6857
973,Customer_973,46,PUNE,2340
974,Customer_974,50,DELHI,13181
975,Customer_975,47,BANGALORE,18766
976,Customer_976,56,MUMBAI,10491
977,Customer_977,44,HYDERABAD,2138
978,Customer_978,53,PUNE,2358
979,Customer_979,46,MUMBAI,11714
980,Customer_980,55,HYDERABAD,3627
981,Customer_981,50,MUMBAI,17996
982,Customer_982,54,BANGALORE,7004
983,Customer_983,44,BANGALORE,15283
984,Customer_984,50,BANGALORE,8652
985,Customer_985,21,PUNE,4151
986,Customer_986,39,BANGALORE,11429
987,Customer_987,19,HYDERABAD,16072
988,Customer_988,27,MUMBAI,13927
989,Customer_989,22,DELHI,8905
990,Customer_990,27,HYDERABAD,14452
991,Customer_991,50,HYDERABAD,18212
992,Customer_992,55,BANGALORE,3307
993,Customer_993,30,PUNE,16852
994,Customer_994,48,MUMBAI,4660
995,Customer_995,53,PUNE,12403
996,Customer_996,41,MUMBAI,12238
997,Customer_997,32,MUMBAI,8207
998,Customer_998,46,PUNE,3140
999,Customer_999,25,HYDERABAD,3708
1000,Customer_1000,22,MUMBAI,5630
